file,class_name,class_num
IMG_1108.png,drova,0
IMG_1112.png,drova,0
IMG_1044.png,drova,0
IMG_1099.png,drova,0
IMG_1132.png,drova,0
IMG_1071.png,drova,0
IMG_1082.png,drova,0
IMG_1042.png,drova,0
IMG_1063.png,drova,0
IMG_1056.png,drova,0
IMG_1111.png,drova,0
IMG_1109.png,drova,0
IMG_1049.png,drova,0
IMG_1047.png,drova,0
IMG_1066.png,drova,0
IMG_1046.png,drova,0
IMG_1095.png,drova,0
IMG_1070.png,drova,0
IMG_1061.png,drova,0
IMG_1093.png,drova,0
IMG_1128.png,drova,0
IMG_1072.png,drova,0
IMG_1045.png,drova,0
IMG_1124.png,drova,0
IMG_1068.png,drova,0
IMG_1083.png,drova,0
IMG_1041.png,drova,0
IMG_1081.png,drova,0
IMG_1057.png,drova,0
IMG_1078.png,drova,0
IMG_1117.png,drova,0
IMG_1054.png,drova,0
IMG_1106.png,drova,0
IMG_1076.png,drova,0
IMG_1087.png,drova,0
IMG_1052.png,drova,0
IMG_1053.png,drova,0
IMG_1094.png,drova,0
IMG_1064.png,drova,0
IMG_1104.png,drova,0
IMG_1079.png,drova,0
IMG_1114.png,drova,0
IMG_1110.png,drova,0
IMG_1097.png,drova,0
IMG_1065.png,drova,0
IMG_1059.png,drova,0
IMG_1123.png,drova,0
IMG_1115.png,drova,0
IMG_1043.png,drova,0
IMG_1085.png,drova,0
IMG_1090.png,drova,0
IMG_1126.png,drova,0
IMG_1136.png,drova,0
IMG_1096.png,drova,0
IMG_1069.png,drova,0
IMG_0940.png,1,1
IMG_0745.png,1,1
IMG_0680.png,1,1
IMG_0885.png,1,1
IMG_0728.png,1,1
IMG_0655.png,1,1
IMG_0677.png,1,1
IMG_0581.png,1,1
IMG_0804.png,1,1
IMG_0986.png,1,1
IMG_0660.png,1,1
IMG_0602.png,1,1
IMG_0771.png,1,1
IMG_0995.png,1,1
IMG_0740.png,1,1
IMG_0802.png,1,1
IMG_0830.png,1,1
IMG_0589.png,1,1
IMG_0592.png,1,1
IMG_0709.png,1,1
IMG_0999.png,1,1
IMG_0839.png,1,1
IMG_0718.png,1,1
IMG_0639.png,1,1
IMG_0791.png,1,1
IMG_0822.png,1,1
IMG_0738.png,1,1
IMG_0991.png,1,1
IMG_0845.png,1,1
IMG_0638.png,1,1
IMG_0907.png,1,1
IMG_0943.png,1,1
IMG_0978.png,1,1
IMG_0743.png,1,1
IMG_0966.png,1,1
IMG_0969.png,1,1
IMG_0611.png,1,1
IMG_1008.png,1,1
IMG_0739.png,1,1
IMG_0828.png,1,1
IMG_0613.png,1,1
IMG_0678.png,1,1
IMG_0815.png,1,1
IMG_1028.png,1,1
IMG_0601.png,1,1
IMG_0742.png,1,1
IMG_1015.png,1,1
IMG_0855.png,1,1
IMG_0976.png,1,1
IMG_0654.png,1,1
IMG_0841.png,1,1
IMG_0826.png,1,1
IMG_0834.png,1,1
IMG_0883.png,1,1
IMG_0888.png,1,1
IMG_0850.png,1,1
IMG_0730.png,1,1
IMG_1004.png,1,1
IMG_0842.png,1,1
IMG_0687.png,1,1
IMG_0936.png,1,1
IMG_0659.png,1,1
IMG_0622.png,1,1
IMG_0879.png,1,1
IMG_1024.png,1,1
IMG_0606.png,1,1
IMG_0800.png,1,1
IMG_0583.png,1,1
IMG_0973.png,1,1
IMG_0894.png,1,1
IMG_0792.png,1,1
IMG_0600.png,1,1
IMG_0990.png,1,1
IMG_0599.png,1,1
IMG_0714.png,1,1
IMG_0979.png,1,1
IMG_0962.png,1,1
IMG_0704.png,1,1
IMG_0753.png,1,1
IMG_0612.png,1,1
IMG_0996.png,1,1
IMG_0848.png,1,1
IMG_0621.png,1,1
IMG_0956.png,1,1
IMG_0934.png,1,1
IMG_0961.png,1,1
IMG_0668.png,1,1
IMG_0929.png,1,1
IMG_0773.png,1,1
IMG_0865.png,1,1
IMG_0669.png,1,1
IMG_0892.png,1,1
IMG_0615.png,1,1
IMG_0757.png,1,1
IMG_0769.png,1,1
IMG_0984.png,1,1
IMG_0721.png,1,1
IMG_0801.png,1,1
IMG_0786.png,1,1
IMG_0624.png,1,1
IMG_0657.png,1,1
IMG_1025.png,1,1
IMG_0767.png,1,1
IMG_1013.png,1,1
IMG_0939.png,1,1
IMG_0702.png,1,1
IMG_0716.png,1,1
IMG_0960.png,1,1
IMG_1019.png,1,1
IMG_0835.png,1,1
IMG_0636.png,1,1
IMG_0875.png,1,1
IMG_0910.png,1,1
IMG_0908.png,1,1
IMG_0924.png,1,1
IMG_0836.png,1,1
IMG_0854.png,1,1
IMG_0861.png,1,1
IMG_0731.png,1,1
IMG_0812.png,1,1
IMG_0723.png,1,1
IMG_0840.png,1,1
IMG_0608.png,1,1
IMG_0954.png,1,1
IMG_1014.png,1,1
IMG_0902.png,1,1
IMG_0796.png,1,1
IMG_0633.png,1,1
IMG_0754.png,1,1
IMG_1012.png,1,1
IMG_0977.png,1,1
IMG_0997.png,1,1
IMG_0761.png,1,1
IMG_0637.png,1,1
IMG_0980.png,1,1
IMG_0763.png,1,1
IMG_0647.png,1,1
IMG_0658.png,1,1
IMG_0941.png,1,1
IMG_1031.png,1,1
IMG_0699.png,1,1
IMG_0737.png,1,1
IMG_0688.png,1,1
IMG_0863.png,1,1
IMG_0591.png,1,1
IMG_0866.png,1,1
IMG_0942.png,1,1
IMG_0727.png,1,1
IMG_0864.png,1,1
IMG_1022.png,1,1
IMG_0957.png,1,1
IMG_0831.png,1,1
IMG_0784.png,1,1
IMG_0899.png,1,1
IMG_0974.png,1,1
IMG_0785.png,1,1
IMG_0813.png,1,1
IMG_0859.png,1,1
IMG_0693.png,1,1
IMG_0906.png,1,1
IMG_0620.png,1,1
IMG_0985.png,1,1
IMG_0846.png,1,1
IMG_0623.png,1,1
IMG_0663.png,1,1
IMG_0965.png,1,1
IMG_0971.png,1,1
IMG_0690.png,1,1
IMG_0797.png,1,1
IMG_0882.png,1,1
IMG_0787.png,1,1
IMG_0811.png,1,1
IMG_0851.png,1,1
IMG_0900.png,1,1
IMG_0715.png,1,1
IMG_1027.png,1,1
IMG_0858.png,1,1
IMG_0928.png,1,1
IMG_0746.png,1,1
IMG_0823.png,1,1
IMG_0661.png,1,1
IMG_0604.png,1,1
IMG_0893.png,1,1
IMG_0963.png,1,1
IMG_0710.png,1,1
IMG_0918.png,1,1
IMG_0770.png,1,1
IMG_0700.png,1,1
IMG_0970.png,1,1
IMG_0772.png,1,1
IMG_0930.png,1,1
IMG_0869.png,1,1
